loggingTime,loggingSample,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,magnetometerTimestamp_sinceReboot,magnetometerX,magnetometerY,magnetometerZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionHeading,motionMagneticFieldCalibrationAccuracy
1616158295.962107,1,13422.179543375,0.001617431640625,0.9509429931640625,-0.2769622802734375,13422.174535375,0.07636747509241104,0.08103466778993607,0.01763704977929592,13422.122381375,-23.65823364257812,171.7087249755859,-235.791748046875,13422.171517375,3.042970533608484,0.02921005065262073,-1.257962535575002,0.04591464251279831,0.05263851583003998,0.002629279159009457,-0.0006570369005203247,-0.004184305667877197,0.01709794998168945,2,-0.04079114868504502,-0.5869612470258821,0.8071348779972815,0.04843557825260542,0.008988303132355213,0.9514652490615845,-0.3076251447200775,-24.76891326904297,33.08097839355469,-19.3753662109375,-1,2
1616158295.962949,2,13422.189614375,-0.0014190673828125,0.950439453125,-0.2820587158203125,13422.184575375,0.1125989854335785,0.1029034778475761,0.03338298946619034,13422.180883375,-23.88221740722656,171.7690887451172,-235.7278900146484,13422.181557375,3.043549349727287,0.03039542292077816,-1.257253356567208,0.09143046289682388,0.07980595529079437,0.02501714415848255,-0.007756054401397705,-0.0003036856651306152,0.03132659196853638,2,-0.04108877018838758,-0.5866577784667205,0.8073331889526825,0.04855573788246392,0.009373453445732594,0.9512467980384827,-0.3082887232303619,-24.73176765441895,33.32699584960938,-19.19546508789062,-1,2
1616158295.963529,3,13422.199654375,0.0050506591796875,0.9514312744140625,-0.3074493408203125,13422.194616375,0.1103510111570358,0.1031958907842636,0.03940492868423462,13422.180883375,-23.88221740722656,171.7690887451172,-235.7278900146484,13422.191598375,3.044401138745769,0.0320274099265342,-1.256252028997202,0.09814862161874771,0.08176805078983307,0.03303579613566399,-0.0113261491060257,-0.0004979372024536133,0.02716606855392456,2,-0.04148272580382571,-0.5862310523597092,0.8076143146431635,0.04869840406756595,0.009907052852213383,0.9509374499320984,-0.3092246651649475,-24.73176765441895,33.32699584960938,-19.19546508789062,-1,2
1616158295.964061,4,13422.209695375,0.0108184814453125,0.9580535888671875,-0.32586669921875,13422.204656375,0.09404341131448746,0.09045186638832092,0.03609488904476166,13422.180883375,-23.88221740722656,171.7690887451172,-235.7278900146484,13422.201668375,3.045259514611376,0.03354361147934474,-1.255296161940398,0.08282079547643661,0.07719540596008301,0.03056944534182549,-0.005355746485292912,0.0007899999618530273,0.002668231725692749,2,-0.04182945618664386,-0.5858255733984115,0.8078842226365142,0.04880322532741724,0.01040636003017426,0.9506412744522095,-0.3101173937320709,-24.7503490447998,33.18382263183594,-19.34025573730469,-1,2
1616158295.964574,5,13422.219735375,0.01605224609375,0.9574737548828125,-0.3298492431640625,13422.214727375,0.07559915632009506,0.07513922452926636,0.02679885737597942,13422.180883375,-23.88221740722656,171.7690887451172,-235.7278900146484,13422.211709375,3.04591244914253,0.0348330720962482,-1.254499775095196,0.06980409473180771,0.05871886014938354,0.02419248223304749,-1.414213329553604e-05,0.007659733295440674,-0.01500621438026428,2,-0.04214772488329548,-0.5854856095857629,0.8081068997008191,0.04892275011048172,0.01083260215818882,0.9503939151763916,-0.3108603358268738,-24.7503490447998,33.18382263183594,-19.34025573730469,-1,2
1616158295.973912,6,13422.229775375,0.022735595703125,0.9576416015625,-0.3331146240234375,13422.224767375,0.05602385476231575,0.05544115602970123,0.01657365076243877,13422.180883375,-23.88221740722656,171.7690887451172,-235.7278900146484,13422.221749375,3.0464064913529,0.03572814754045719,-1.253893688143415,0.0496429055929184,0.04204427450895309,0.01317658275365829,0.004920795559883118,0.007268667221069336,-0.01842296123504639,2,-0.04235625656178451,-0.5852289104560904,0.8082778987752781,0.0489892375359529,0.01113141607493162,0.9502052068710327,-0.3114261329174042,-24.65610504150391,33.34776306152344,-19.51310729980469,-1,2
1616158295.985568,7,13422.239815375,0.0220184326171875,0.9582977294921875,-0.334625244140625,13422.234807375,0.03220187872648239,0.0340232141315937,0.005505286622792482,13422.239416375,-23.68209838867188,172.0076599121094,-236.0949096679688,13422.231789375,3.046505650474042,0.03612213024928834,-1.253567344939837,0.02528047189116478,0.02133145369589329,0.004222115501761436,0.01147024240344763,0.007538199424743652,-0.0213828980922699,2,-0.04248191156573419,-0.5850893094035536,0.8083676630438371,0.04906661049474761,0.01126530859619379,0.9501034617424011,-0.3117315769195557,-24.65610504150391,33.34776306152344,-19.51310729980469,-1,2
1616158295.994027,8,13422.249856375,0.0232391357421875,0.9600677490234375,-0.333221435546875,13422.244848375,0.004565723240375519,0.02608193457126617,-0.01117382477968931,13422.239416375,-23.68209838867188,172.0076599121094,-236.0949096679688,13422.241830375,3.046305706753428,0.03593258288896641,-1.253554464115717,-0.0003655022010207176,0.006409497931599617,-0.01162768714129925,0.01081174518913031,0.008198380470275879,-0.02287909388542175,2,-0.04246361208185146,-0.5850844774751905,0.8083705925803057,0.0490920631711729,0.01120666228234768,0.9500994086265564,-0.3117460012435913,-24.57185173034668,33.53594970703125,-19.48429870605469,-1,2
1616158296.003962,9,13422.259926375,0.0236663818359375,0.96026611328125,-0.32568359375,13422.254888375,-0.01110937632620335,0.0186660960316658,-0.02525262534618378,13422.239416375,-23.68209838867188,172.0076599121094,-236.0949096679688,13422.251870375,3.045601881323932,0.03530290159335929,-1.253884400791345,-0.02106052450835705,5.680881440639496e-05,-0.02823719382286072,0.01223981287330389,0.009865462779998779,-0.02178171277046204,2,-0.04241970499060908,-0.5852185862494445,0.8082698191995787,0.049190034548993,0.01099928934127092,0.9502022862434387,-0.3114395439624786,-24.57185173034668,33.53594970703125,-19.48429870605469,-1,2
1616158296.014101,10,13422.269967375,0.014617919921875,0.957733154296875,-0.309600830078125,13422.264928375,-1.118527688959148e-05,0.008898153901100159,-0.02919011004269123,13422.239416375,-23.68209838867188,172.0076599121094,-236.0949096679688,13422.261910375,3.044372215915848,0.03401583197538063,-1.254453593738565,-0.01853424869477749,-0.007704440504312515,-0.03706104308366776,0.01308629009872675,0.009886801242828369,-0.01477012038230896,2,-0.04226773410875156,-0.5854543164381613,0.8081001123682474,0.04930620719108667,0.01058005727827549,0.9503795504570007,-0.3109133541584015,-24.64951324462891,33.24977111816406,-19.53666687011719,-1,2
