loggingTime,loggingSample,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,magnetometerTimestamp_sinceReboot,magnetometerX,magnetometerY,magnetometerZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionHeading,motionMagneticFieldCalibrationAccuracy
1616158332.509356,1,13458.74441725,-0.9886322021484375,-0.0396575927734375,-0.237823486328125,13458.73937925,0.08240566402673721,-0.08916422724723816,0.01244894601404667,13458.71859625,-21.76588439941406,111.5583038330078,-228.4181671142578,13458.73636125,1.560540176693921,-1.307755749464008,0.01558869981902057,0.09368380159139633,-0.0908828005194664,0.008855413645505905,-0.02332878112792969,-0.009955167770385742,0.01195472478866577,2,0.4322837265733124,-0.4279459029915673,0.5549805556776601,0.5674414145057775,-0.9654865860939026,-0.01558806840330362,-0.2599861621856689,-22.6387882232666,-26.93555450439453,-11.90985107421875,-1,2
1616158332.510099,2,13458.75445825,-0.98211669921875,-0.022369384765625,-0.1962432861328125,13458.74941925,0.004685831721872091,-0.02965536341071129,0.01269768550992012,13458.71859625,-21.76588439941406,111.5583038330078,-228.4181671142578,13458.74643225,1.561062726312496,-1.308051086321129,0.01552919658833879,0.01443931739777327,-0.08186560869216919,0.005146428942680359,-0.02306807041168213,-0.02412906102836132,0.02187791466712952,2,0.4324608656115251,-0.4279333954057134,0.5550778896458203,0.56722046260069,-0.9655640721321106,-0.01552857272326946,-0.2597012221813202,-22.6008472442627,-26.84294128417969,-11.70396423339844,-1,2
1616158332.510638,3,13458.76449825,-0.9863739013671875,-0.008392333984375,-0.17724609375,13458.75949025,-0.05778659880161285,0.1181719154119492,0.0183438528329134,13458.71859625,-21.76588439941406,111.5583038330078,-228.4181671142578,13458.75647225,1.560860867953125,-1.307854584228677,0.0152503156806723,-0.05588580667972565,0.05483255535364151,0.01031360309571028,-0.01659953594207764,-0.007119687274098396,0.06364896893501282,2,0.432284885881875,-0.4279996744102602,0.5551240461458228,0.5672596505073457,-0.9655173420906067,-0.01524972449988127,-0.2598921060562134,-22.6008472442627,-26.84294128417969,-11.70396423339844,-1,2
1616158332.525423,4,13458.77453825,-0.9959869384765625,0.0037841796875,-0.187408447265625,13458.76953025,-0.1051447913050652,0.2388277500867844,0.009081113152205944,13458.71859625,-21.76588439941406,111.5583038330078,-228.4181671142578,13458.76651225,1.560101597857644,-1.306476597891185,0.01483819943161045,-0.1058624237775803,0.1867961883544922,0.0103556802496314,-0.02120977640151978,0.006445319391787052,0.08397802710533142,2,0.4316243089489671,-0.4278884064845726,0.5552961207482404,0.5676779426602315,-0.9651642441749573,-0.0148376552388072,-0.2612239420413971,-22.56628608703613,-27.02010345458984,-11.69943237304688,-1,2
1616158332.528101,5,13458.78457925,-1.012252807617188,0.0136566162109375,-0.2288818359375,13458.77957125,-0.1581249237060547,0.2713990211486816,-0.01018446031957865,13458.77712925,-21.53831481933594,111.7647094726562,-228.5689239501953,13458.77655225,1.558814521063389,-1.304172605646137,0.01439666721591508,-0.1602010130882263,0.2539713084697723,-0.009688753634691238,-0.03142094612121582,0.01818034052848816,0.07604038715362549,2,0.4305851460704413,-0.4276354623310785,0.5555234400539143,0.5684348619736909,-0.9645661115646362,-0.01439617015421391,-0.2634486854076385,-22.51235008239746,-26.73307800292969,-11.95668029785156,-1,2
1616158332.538146,6,13458.79464925,-1.005157470703125,0.020233154296875,-0.2706756591796875,13458.78961125,-0.1746865808963776,0.1975932419300079,-0.04563566297292709,13458.77712925,-21.53831481933594,111.7647094726562,-228.5689239501953,13458.78659325,1.557065043571498,-1.301762145828433,0.01404417273345983,-0.18307064473629,0.2089764028787613,-0.03935343772172928,-0.04831981658935547,0.02770030498504639,0.03689265251159668,2,0.4294423595788302,-0.4274249687042203,0.5556208325730789,0.5693617945486291,-0.9639331102371216,-0.01404371112585068,-0.2657743096351624,-22.51235008239746,-26.73307800292969,-11.95668029785156,-1,2
1616158332.548139,7,13458.80469025,-0.9752655029296875,-0.0098419189453125,-0.30914306640625,13458.79965125,-0.2141042947769165,0.09031897783279419,-0.0818495899438858,13458.77712925,-21.53831481933594,111.7647094726562,-228.5689239501953,13458.79663325,1.554990544823292,-1.300220897023587,0.01399057851381917,-0.2146584689617157,0.09826798737049103,-0.08246830850839615,-0.04163455963134766,0.03422325849533081,-0.003415673971176147,2,0.4285558085736473,-0.4274458896644407,0.5553720632578627,0.5702561062962559,-0.9635230898857117,-0.01399012189358473,-0.2672598659992218,-22.48533821105957,-27.10796356201172,-12.23420715332031,-1,2
1616158332.558408,8,13458.81473025,-0.9521942138671875,-0.04736328125,-0.3140411376953125,13458.80969125,-0.1577962934970856,0.02601801790297031,-0.04684899747371674,13458.77712925,-21.53831481933594,111.7647094726562,-228.5689239501953,13458.80670425,1.552624252291835,-1.29978901768195,0.01399651259357158,-0.2069166600704193,0.02302516251802444,-0.0711544007062912,-0.01185822486877441,0.004154114052653313,-0.04146698117256165,2,0.4279316655292077,-0.4278276765716946,0.5547881040904489,0.5710064317480428,-0.9634075164794922,-0.0139960553497076,-0.2676759362220764,-22.48533821105957,-27.10796356201172,-12.23420715332031,-1,2
1616158332.568195,9,13458.82477025,-0.9293670654296875,-0.0255126953125,-0.292266845703125,13458.81976225,-0.007837416604161263,0.03403120487928391,0.02022244781255722,13458.77712925,-21.53831481933594,111.7647094726562,-228.5689239501953,13458.81674425,1.551159399311979,-1.2999707353207,0.01410918948772059,-0.06866185367107391,-0.001931054517626762,-0.005709615536034107,0.01126021146774292,-0.03325459361076355,-0.04654058814048767,2,0.4277004853243984,-0.4281612980549818,0.5543062686706524,0.5713971823438111,-0.9634544253349304,-0.01410872116684914,-0.2675004005432129,-22.44730377197266,-26.97726440429688,-12.45063781738281,-1,2
1616158332.579718,10,13458.83481025,-0.93499755859375,-0.0108795166015625,-0.2952423095703125,13458.82980225,0.09945201873779297,0.1397014409303665,0.07062916457653046,13458.77712925,-21.53831481933594,111.7647094726562,-228.5689239501953,13458.82678425,1.551223190734931,-1.29996132158953,0.0141238871245467,0.05874084681272507,0.08565472066402435,0.05037043243646622,0.03408467769622803,-0.01138931512832642,-0.0247572660446167,2,0.4277156581173655,-0.4281408651238406,0.5543233242732608,0.5713846845401651,-0.9634518027305603,-0.01412341743707657,-0.2675094306468964,-22.44730377197266,-26.97726440429688,-12.45063781738281,-1,2
